time_X,NO3,NO3_std_X,time_Y,ALK_darwin_clim,ALK_darwin_clim_std_Y,lat1,lat2,lon1,lon2,depth1,depth2
2016-05-25,,,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-05-26,,,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-05-27,,,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-05-28,10.9956372647,2.34527880403,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-05-29,,,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-05-30,,,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-05-31,,,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-06-01,,,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-06-02,,,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-06-03,,,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-06-04,10.8472144044,2.31256997555,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-06-05,,,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-06-06,,,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-06-07,,,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-06-08,,,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-06-09,,,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-06-10,,,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-06-11,10.7171428612,2.29354602083,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-06-12,,,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-06-13,,,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-06-14,,,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-06-15,,,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-06-16,,,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-06-17,,,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-06-18,10.5640972464,2.27522884913,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-06-19,,,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-06-20,,,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-06-21,,,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-06-22,,,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-06-23,,,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-06-24,,,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-06-25,10.4114065565,2.27290658118,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-06-26,,,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-06-27,,,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-06-28,,,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-06-29,,,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-06-30,,,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
