time_X,sst,sst_std_X,time_Y,ALK_darwin_clim,ALK_darwin_clim_std_Y,lat1,lat2,lon1,lon2,depth1,depth2
2016-05-28,8.20213498123,1.09100765187,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-05-29,8.22156212206,1.07800653937,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-05-30,8.24533853978,1.02164353397,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-05-31,8.24041084245,1.0657640073,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-06-01,8.24995477994,1.12364454814,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-06-02,8.15598926479,1.13010941143,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-06-03,8.32163998414,1.10087576553,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-06-04,8.46326400766,1.18348209104,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-06-05,8.58006044552,1.2146490555,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-06-06,8.69819726159,1.28229451529,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-06-07,9.03765776567,1.74920437328,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-06-08,9.06598924444,1.83007334465,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-06-09,9.39150091681,1.61777470449,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-06-10,9.51048311661,1.3865907665,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-06-11,9.41989913644,1.18264809764,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-06-12,9.36442639016,1.24275728036,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-06-13,9.5040537508,1.29445051261,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-06-14,9.46029958047,1.409883069,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-06-15,10.0104219264,1.34137003894,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-06-16,10.1087756505,1.29823880039,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-06-17,10.2845876599,1.51543607745,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-06-18,11.0671682876,1.66851598407,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-06-19,11.4052661666,1.67460663928,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-06-20,11.4061949764,1.63090538907,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-06-21,11.1892984295,1.52669363588,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-06-22,11.0374408133,1.60223327311,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-06-23,10.9730247969,1.61343558462,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-06-24,10.754826804,1.5009113757,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-06-25,10.7467344794,1.42935317317,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-06-26,10.7040370388,1.41694333152,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-06-27,10.6464397097,1.41634878016,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-06-28,10.6533751934,1.41410154617,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-06-29,10.4698601808,1.67066485549,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
2016-06-30,10.8123518306,1.87732504232,,,,41.67,49.46,-162.7,-148.26,0.494024991989,5.07822418213
